1,1,1,1,1,1,10:40:39,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:41,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:43,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:44,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:45,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:46,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:47,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:48,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:50,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:51,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:52,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:54,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:56,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:57,14.685982,121.085998,2,1
1,1,1,1,1,1,10:40:59,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:00,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:01,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:02,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:03,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:04,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:05,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:07,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:09,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:10,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:11,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:12,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:13,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:14,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:15,14.685982,121.085998,2,1
1,1,1,1,1,1,10:41:16,14.685929,121.086029,1,1
1,1,1,1,1,1,10:41:17,14.685919,121.086036,1,1
1,1,1,1,1,1,10:41:18,14.685911,121.086051,1,1
1,1,1,1,1,1,10:41:19,14.685902,121.086067,1,1
1,1,1,1,1,1,10:41:21,14.685887,121.08609,1,1
1,1,1,1,1,1,10:41:22,14.68588,121.086105,1,1
1,1,1,1,1,1,10:41:23,14.685875,121.086112,1,1
1,1,1,1,1,1,10:41:25,14.685871,121.086128,1,1
1,1,1,1,1,1,10:41:26,14.685871,121.086128,1,1
1,1,1,1,1,1,10:41:27,14.685871,121.086128,2,1
1,1,1,1,1,1,10:41:28,14.685877,121.086174,1,1
1,1,1,1,1,1,10:41:30,14.685891,121.086181,1,1
1,1,1,1,1,1,10:41:31,14.685907,121.086189,1,1
1,1,1,1,1,1,10:41:33,14.685935,121.086189,1,1
1,1,1,1,1,1,10:41:34,14.685954,121.086196,1,1
1,1,1,1,1,1,10:41:35,14.685976,121.086204,1,1
1,1,1,1,1,1,10:41:36,14.685998,121.086212,1,1
1,1,1,1,1,1,10:41:37,14.686024,121.086227,1,1
1,1,1,1,1,1,10:41:38,14.686047,121.086242,1,1
1,1,1,1,1,1,10:41:39,14.686072,121.086257,1,1
1,1,1,1,1,1,10:41:40,14.686099,121.086273,1,1
1,1,1,1,1,1,10:41:42,14.686159,121.086288,1,1
1,1,1,1,1,1,10:41:43,14.686183,121.086303,1,1
1,1,1,1,1,1,10:41:45,14.686234,121.086326,1,1
1,1,1,1,1,1,10:41:46,14.686255,121.086326,1,1
1,1,1,1,1,1,10:41:47,14.686272,121.086326,1,1
1,1,1,1,1,1,10:41:49,14.686303,121.086318,1,1
1,1,1,1,1,1,10:41:50,14.686312,121.086303,1,1
1,1,1,1,1,1,10:41:52,14.686335,121.086235,1,1
1,1,1,1,1,1,10:41:53,14.686348,121.086196,1,1
1,1,1,1,1,1,10:41:55,14.686375,121.086112,1,1
1,1,1,1,1,1,10:41:56,14.686388,121.086059,1,1
1,1,1,1,1,1,10:41:57,14.686401,121.086013,1,1
1,1,1,1,1,1,10:41:58,14.68641,121.085968,1,1
1,1,1,1,1,1,10:41:59,14.686419,121.085929,1,1
1,1,1,1,1,1,10:42:00,14.686424,121.085899,1,1
1,1,1,1,1,1,10:42:01,14.686434,121.085868,1,1
1,1,1,1,1,1,10:42:02,14.68644,121.085838,1,1
1,1,1,1,1,1,10:42:03,14.686442,121.085807,1,1
1,1,1,1,1,1,10:42:04,14.686448,121.085777,1,1
1,1,1,1,1,1,10:42:05,14.686452,121.085739,1,1
1,1,1,1,1,1,10:42:06,14.686457,121.085708,1,1
1,1,1,1,1,1,10:42:07,14.686464,121.08567,1,1
1,1,1,1,1,1,10:42:08,14.686466,121.085624,1,1
1,1,1,1,1,1,10:42:10,14.686472,121.08554,1,1
1,1,1,1,1,1,10:42:11,14.686475,121.085502,1,1
1,1,1,1,1,1,10:42:12,14.686477,121.085456,1,1
1,1,1,1,1,1,10:42:13,14.686477,121.085411,1,1
1,1,1,1,1,1,10:42:14,14.686479,121.085365,1,1
1,1,1,1,1,1,10:42:15,14.686479,121.085327,1,1
1,1,1,1,1,1,10:42:16,14.68648,121.085281,1,1
1,1,1,1,1,1,10:42:17,14.686482,121.085243,1,1
1,1,1,1,1,1,10:42:18,14.686479,121.085205,1,1
1,1,1,1,1,1,10:42:19,14.686479,121.085166,1,1
1,1,1,1,1,1,10:42:20,14.68648,121.085113,1,1
1,1,1,1,1,1,10:42:21,14.686484,121.085067,1,1
1,1,1,1,1,1,10:42:22,14.686486,121.085021,1,1
1,1,1,1,1,1,10:42:24,14.686487,121.08493,1,1
1,1,1,1,1,1,10:42:25,14.686491,121.084884,1,1
1,1,1,1,1,1,10:42:26,14.686497,121.084831,1,1
1,1,1,1,1,1,10:42:27,14.686502,121.084785,1,1
1,1,1,1,1,1,10:42:28,14.686507,121.084739,1,1
1,1,1,1,1,1,10:42:29,14.686511,121.084686,1,1
1,1,1,1,1,1,10:42:30,14.686517,121.08464,1,1
1,1,1,1,1,1,10:42:31,14.686522,121.084594,1,1
1,1,1,1,1,1,10:42:32,14.686529,121.084556,1,1
1,1,1,1,1,1,10:42:34,14.686544,121.084472,1,1
1,1,1,1,1,1,10:42:35,14.68654,121.084442,1,1
1,1,1,1,1,1,10:42:36,14.686546,121.084403,1,1
1,1,1,1,1,1,10:42:37,14.686546,121.084381,1,1
1,1,1,1,1,1,10:42:38,14.686551,121.084358,1,1
1,1,1,1,1,1,10:42:40,14.686571,121.084312,1,1
1,1,1,1,1,1,10:42:41,14.686589,121.084289,1,1
1,1,1,1,1,1,10:42:42,14.686619,121.084266,1,1
1,1,1,1,1,1,10:42:43,14.686647,121.084251,1,1
1,1,1,1,1,1,10:42:44,14.68668,121.084251,1,1
1,1,1,1,1,1,10:42:45,14.686712,121.084266,1,1
1,1,1,1,1,1,10:42:46,14.686744,121.084281,1,1
1,1,1,1,1,1,10:42:47,14.686779,121.084297,1,1
1,1,1,1,1,1,10:42:48,14.686814,121.084312,1,1
1,1,1,1,1,1,10:42:49,14.686852,121.084327,1,1
1,1,1,1,1,1,10:42:51,14.686934,121.08435,1,1
1,1,1,1,1,1,10:42:52,14.686979,121.084358,1,1
1,1,1,1,1,1,10:42:53,14.687024,121.084373,1,1
0,0,0,0,0,0,10:42:53,14.687024,121.084373,0,0
0,0,0,0,0,0,10:42:53,14.687024,121.084373,0,0
0,0,0,0,0,0,10:42:53,14.687024,121.084373,0,0
0,0,0,0,0,0,10:42:53,14.687024,121.084373,0,0
0,0,0,0,0,0,10:42:53,14.687024,121.084373,0,0
1,1,1,1,1,1,10:43:13,14.68804,121.084449,1,1
1,1,1,1,1,1,10:43:14,14.688069,121.084449,1,1
1,1,1,1,1,1,10:43:16,14.688122,121.084442,1,1
1,1,1,1,1,1,10:43:17,14.688156,121.084434,1,1
1,1,1,1,1,1,10:43:18,14.688194,121.084434,1,1
1,1,1,1,1,1,10:43:19,14.688232,121.084434,1,1
1,1,1,1,1,1,10:43:20,14.688272,121.084426,1,1
1,1,1,1,1,1,10:43:22,14.688356,121.084411,1,1
1,1,1,1,1,1,10:43:23,14.68839,121.084403,1,1
1,1,1,1,1,1,10:43:24,14.688422,121.084388,1,1
1,1,1,1,1,1,10:43:25,14.688452,121.084381,1,1
1,1,1,1,1,1,10:43:27,14.688506,121.084365,1,1
1,1,1,1,1,1,10:43:28,14.688539,121.08435,1,1
1,1,1,1,1,1,10:43:29,14.688577,121.084342,1,1
1,1,1,1,1,1,10:43:30,14.688619,121.084327,1,1
1,1,1,1,1,1,10:43:31,14.688677,121.084304,1,1
1,1,1,1,1,1,10:43:32,14.688729,121.084281,1,1
1,1,1,1,1,1,10:43:33,14.688776,121.084259,1,1
1,1,1,1,1,1,10:43:34,14.688827,121.084236,1,1
