"""Current Lat""","""Current Lng""","""Destination Lat""","""Destination Lng""","""Distance""","""Time""","""Time Difference""","""Speed""","""Is Moving""","""Has Load"""
14.685982,121.085998,*,*,*,*,*,*,*,*,*,*
14.686507,121.073043,14.686499,121.073272,25,11:07:39,5,18,1,1,12,2
14.686507,121.072982,14.686506,121.073188,22,11:07:40,4,19.799999999999997,1,1,7,1
14.686506,121.072921,14.686504,121.07315,25,11:07:41,4,22.5,1,1,7,1
14.686511,121.072799,14.686507,121.073043,26,11:07:43,4,23.4,1,1,13,2
14.686513,121.072677,14.686507,121.072982,33,11:07:45,5,23.76,1,1,13,2
14.686515,121.072616,14.686506,121.072921,33,11:07:46,5,23.76,1,1,7,1
14.686515,121.072547,14.686511,121.072799,27,11:07:47,4,24.3,1,1,7,1
14.686512,121.072486,14.686513,121.072677,21,11:07:48,3,25.2,1,1,7,1
14.686509,121.072425,14.686515,121.072616,21,11:07:49,3,25.2,1,1,7,1
14.686512,121.072341,14.686515,121.072547,22,11:07:51,4,19.799999999999997,1,1,9,2
14.686509,121.072273,14.686512,121.072486,23,11:07:53,5,16.56,1,1,7,2
14.686509,121.072227,14.686509,121.072425,21,11:07:54,5,15.120000000000001,1,1,5,1
14.686506,121.072174,14.686512,121.072341,18,11:07:55,4,16.2,1,1,6,1
14.686504,121.072052,14.686509,121.072273,24,11:07:57,4,21.6,1,1,13,2
14.686504,121.071983,14.686509,121.072227,26,11:07:58,4,23.4,1,1,7,1
14.686504,121.071914,14.686506,121.072174,28,11:07:59,4,25.2,1,1,7,1
14.6865,121.071777,14.686504,121.072052,30,11:08:01,4,27,1,1,15,2
14.6865,121.071708,14.686504,121.071983,30,11:08:02,4,27,1,1,7,1
14.6865,121.071647,14.686504,121.071914,29,11:08:03,4,26.1,1,1,7,1
14.686507,121.071533,14.6865,121.071777,26,11:08:05,4,23.4,1,1,12,2
14.686509,121.071449,14.6865,121.071708,28,11:08:07,5,20.16,1,1,9,2
14.686512,121.071357,14.6865,121.071647,31,11:08:09,6,18.599999999999998,1,1,10,2
14.686515,121.071311,14.686507,121.071533,24,11:08:10,5,17.28,1,1,5,1
14.686515,121.071189,14.686509,121.071449,28,11:08:12,5,20.16,1,1,13,2
14.686515,121.071128,14.686512,121.071357,25,11:08:13,4,22.5,1,1,7,1
14.686512,121.070999,14.686515,121.071311,34,11:08:15,5,24.48,1,1,14,2
14.686515,121.070869,14.686515,121.071189,34,11:08:17,5,24.48,1,1,14,2
14.686517,121.070808,14.686515,121.071128,34,11:08:18,5,24.48,1,1,7,1
14.686524,121.070747,14.686512,121.070999,27,11:08:19,4,24.3,1,1,7,1
14.686526,121.070648,14.686515,121.070869,24,11:08:21,4,21.6,1,1,11,2
14.686527,121.07061,14.686517,121.070808,21,11:08:22,4,18.900000000000002,1,1,4,1
14.686526,121.070571,14.686524,121.070747,19,11:08:23,4,17.099999999999998,1,1,4,1
14.686529,121.07048,14.686526,121.070648,18,11:08:25,4,16.2,1,1,10,2
14.686527,121.070373,14.686527,121.07061,26,11:08:27,5,18.72,1,1,12,2
14.686527,121.070327,14.686526,121.070571,26,11:08:28,5,18.72,1,1,5,1
14.686527,121.070281,14.686529,121.07048,21,11:08:29,4,18.900000000000002,1,1,5,1
14.686526,121.070243,14.686527,121.070373,14,11:08:30,3,16.8,1,1,4,1
14.686522,121.070159,14.686527,121.070327,18,11:08:32,4,16.2,1,1,9,2
14.68652,121.07006,14.686527,121.070281,24,11:08:34,5,17.28,1,1,11,2
14.68652,121.070014,14.686526,121.070243,25,11:08:35,5,18,1,1,5,1
14.686515,121.069931,14.686522,121.070159,25,11:08:37,5,18,1,1,9,2
14.686517,121.069854,14.68652,121.07006,22,11:08:39,5,15.839999999999998,1,1,8,2
14.686515,121.069816,14.68652,121.070014,21,11:08:40,5,15.120000000000001,1,1,4,1
14.686515,121.069778,14.686515,121.069931,16,11:08:41,4,14.4,1,1,4,1
14.686517,121.069702,14.686517,121.069854,16,11:08:43,4,14.4,1,1,8,2
14.686539,121.069648,14.686515,121.069816,18,11:08:45,5,12.959999999999999,1,1,6,2
14.68656,121.069633,14.686515,121.069778,16,11:08:46,5,11.52,1,1,3,1
14.686589,121.069625,14.686517,121.069702,12,11:08:47,4,10.8,1,1,3,1
14.686671,121.069625,14.686539,121.069648,15,11:08:49,4,13.5,1,1,9,2
14.686765,121.069633,14.68656,121.069633,23,11:08:51,5,16.56,1,1,10,2
14.686865,121.069633,14.686589,121.069625,31,11:08:53,6,18.599999999999998,1,1,11,2
14.686923,121.069633,14.686671,121.069625,28,11:08:54,5,20.16,1,1,6,1
14.687039,121.069633,14.686765,121.069633,30,11:08:56,5,21.599999999999998,1,1,13,2
14.687152,121.069633,14.686865,121.069633,32,11:08:58,5,23.04,1,1,13,2
14.687269,121.069633,14.686923,121.069633,38,11:09:00,6,22.799999999999997,1,1,13,2
14.687324,121.069656,14.687039,121.069633,32,11:09:01,5,23.04,1,1,7,1
14.68742,121.069709,14.687152,121.069633,31,11:09:03,5,22.32,1,1,12,2
14.687471,121.06974,14.687269,121.069633,25,11:09:04,4,22.5,1,1,7,1
14.687579,121.06977,14.687324,121.069656,31,11:09:06,5,22.32,1,1,12,2
14.687634,121.069778,14.68742,121.069709,25,11:09:07,4,22.5,1,1,6,1
14.68775,121.069793,14.687471,121.06974,31,11:09:09,5,22.32,1,1,13,2
14.68781,121.069801,14.687579,121.06977,26,11:09:10,4,23.4,1,1,7,1
14.687867,121.069801,14.687634,121.069778,26,11:09:11,4,23.4,1,1,6,1
14.687919,121.069808,14.68775,121.069793,19,11:09:12,3,22.799999999999997,1,1,6,1
14.687964,121.069816,14.68781,121.069801,17,11:09:13,3,20.4,1,1,5,1
14.688037,121.069862,14.687867,121.069801,20,11:09:15,4,18,1,1,9,2
14.688072,121.069892,14.687919,121.069808,19,11:09:16,4,17.099999999999998,1,1,5,1
14.688097,121.069938,14.687964,121.069816,20,11:09:17,4,18,1,1,6,1
14.688147,121.07003,14.688037,121.069862,22,11:09:19,4,19.799999999999997,1,1,11,2
14.688219,121.070091,14.688072,121.069892,27,11:09:21,5,19.439999999999998,1,1,10,2
14.688267,121.070114,14.688097,121.069938,27,11:09:22,5,19.439999999999998,1,1,6,1
14.688361,121.070144,14.688147,121.07003,27,11:09:24,5,19.439999999999998,1,1,11,2
14.688407,121.070152,14.688219,121.070091,22,11:09:25,4,19.799999999999997,1,1,5,1
14.688508,121.070175,14.688267,121.070114,27,11:09:27,5,19.439999999999998,1,1,11,2
14.688559,121.070182,14.688361,121.070144,22,11:09:28,4,19.799999999999997,1,1,6,1
14.688611,121.07019,14.688407,121.070152,23,11:09:29,4,20.7,1,1,6,1
14.688717,121.07019,14.688508,121.070175,23,11:09:31,4,20.7,1,1,12,2
14.68884,121.07019,14.688559,121.070182,31,11:09:33,5,22.32,1,1,14,2
14.688899,121.07019,14.688611,121.07019,32,11:09:34,5,23.04,1,1,7,1
14.689005,121.070198,14.688717,121.07019,32,11:09:36,5,23.04,1,1,12,2
14.689054,121.070198,14.68884,121.07019,24,11:09:37,4,21.6,1,1,5,1
14.689132,121.070213,14.688899,121.07019,26,11:09:39,5,18.72,1,1,9,2
14.689157,121.070213,14.689005,121.070198,17,11:09:40,4,15.3,1,1,3,1
14.689202,121.070213,14.689054,121.070198,16,11:09:42,5,11.52,1,1,5,2
14.689226,121.07022,14.689132,121.070213,10,11:09:43,4,9,1,1,3,1
14.68928,121.07022,14.689157,121.070213,14,11:09:45,5,10.08,1,1,6,2
14.689299,121.07022,14.689202,121.070213,11,11:09:46,4,9.899999999999999,1,1,2,1
14.689309,121.07022,14.689226,121.07022,9,11:09:48,5,6.4799999999999995,1,1,1,2
14.689309,121.07022,14.68928,121.07022,3,11:09:49,4,2.7,2,1,0,1
14.689309,121.07022,14.689299,121.07022,1,11:09:51,5,0.72,2,1,0,2
14.689309,121.07022,14.689309,121.07022,0,11:09:52,4,0,2,1,0,1
14.689352,121.070205,14.689309,121.07022,5,11:09:54,5,3.6,1,1,5,2
14.689371,121.07019,14.689309,121.07022,8,11:09:55,4,7.2,1,1,3,1
14.689419,121.07019,14.689309,121.07022,13,11:09:57,5,9.36,1,1,5,2
14.689452,121.070198,14.689352,121.070205,11,11:09:58,4,9.899999999999999,1,1,4,1
14.689487,121.070198,14.689371,121.07019,13,11:09:59,4,11.7,1,1,4,1
14.689564,121.070198,14.689419,121.07019,16,11:10:01,4,14.4,1,1,9,2
14.68964,121.07019,14.689452,121.070198,21,11:10:03,5,15.120000000000001,1,1,8,2
14.689682,121.07019,14.689487,121.070198,22,11:10:04,5,15.839999999999998,1,1,5,1
14.689721,121.07019,14.689564,121.070198,17,11:10:05,4,15.3,1,1,4,1
14.689756,121.07019,14.68964,121.07019,13,11:10:06,3,15.599999999999998,1,1,4,1
14.689794,121.07019,14.689682,121.07019,12,11:10:07,3,14.399999999999999,1,1,4,1
14.689882,121.070198,14.689721,121.07019,18,11:10:09,4,16.2,1,1,10,2
14.68993,121.070198,14.689756,121.07019,19,11:10:10,4,17.099999999999998,1,1,5,1
14.690032,121.07019,14.689794,121.07019,26,11:10:12,5,18.72,1,1,11,2
14.690086,121.070198,14.689882,121.070198,23,11:10:13,4,20.7,1,1,6,1
14.690185,121.070198,14.68993,121.070198,28,11:10:15,5,20.16,1,1,11,2
14.690225,121.070198,14.690032,121.07019,21,11:10:16,4,18.900000000000002,1,1,4,1
14.690274,121.070205,14.690086,121.070198,21,11:10:17,4,18.900000000000002,1,1,5,1
14.69032,121.070198,14.690185,121.070198,15,11:10:18,3,17.999999999999996,1,1,5,1
14.69037,121.070198,14.690225,121.070198,16,11:10:19,3,19.2,1,1,6,1
14.690461,121.07019,14.690274,121.070205,21,11:10:21,4,18.900000000000002,1,1,10,2
14.690535,121.070182,14.69032,121.070198,24,11:10:23,5,17.28,1,1,8,2
14.690567,121.07019,14.69037,121.070198,22,11:10:24,5,15.839999999999998,1,1,4,1
14.690599,121.070182,14.690461,121.07019,15,11:10:25,4,13.5,1,1,4,1
14.690646,121.070182,14.690535,121.070182,12,11:10:27,4,10.8,1,1,5,2
14.690664,121.070175,14.690567,121.07019,11,11:10:28,4,9.899999999999999,1,1,2,1
14.690713,121.070167,14.690599,121.070182,13,11:10:30,5,9.36,1,1,5,2
14.690749,121.070167,14.690646,121.070182,12,11:10:31,4,10.8,1,1,4,1
14.690834,121.070159,14.690664,121.070175,19,11:10:32,4,17.099999999999998,1,1,9,1
14.690876,121.070159,14.690713,121.070167,18,11:10:33,3,21.599999999999998,1,1,5,1
14.690914,121.070159,14.690749,121.070167,18,11:10:35,4,16.2,1,1,4,2
14.690984,121.070159,14.690834,121.070159,17,11:10:37,5,12.24,1,1,8,2
14.691057,121.070152,14.690876,121.070159,20,11:10:39,6,12,1,1,8,2
14.691096,121.070152,14.690914,121.070159,20,11:10:40,5,14.4,1,1,4,1
14.691139,121.070152,14.690984,121.070159,17,11:10:41,4,15.3,1,1,5,1
14.691227,121.070152,14.691057,121.070152,19,11:10:43,4,17.099999999999998,1,1,10,2
14.691319,121.070152,14.691096,121.070152,25,11:10:45,5,18,1,1,10,2
14.691366,121.070152,14.691139,121.070152,25,11:10:46,5,18,1,1,5,1
14.691457,121.070152,14.691227,121.070152,25,11:10:48,5,18,1,1,10,2
14.691502,121.070152,14.691319,121.070152,20,11:10:49,4,18,1,1,5,1
14.691596,121.070152,14.691366,121.070152,25,11:10:51,5,18,1,1,10,2
14.691692,121.070152,14.691457,121.070152,26,11:10:53,5,18.72,1,1,11,2
14.69175,121.070167,14.691502,121.070152,27,11:10:54,5,19.439999999999998,1,1,7,1
14.691799,121.070167,14.691596,121.070152,23,11:10:55,4,20.7,1,1,5,1
14.69191,121.070167,14.691692,121.070152,24,11:10:57,4,21.6,1,1,12,2
14.691966,121.070167,14.69175,121.070167,24,11:10:58,4,21.6,1,1,6,1
14.692022,121.070175,14.691799,121.070167,25,11:10:59,4,22.5,1,1,6,1
14.692126,121.070167,14.69191,121.070167,24,11:11:01,4,21.6,1,1,12,2
14.692219,121.070159,14.691966,121.070167,28,11:11:03,5,20.16,1,1,10,2
14.692265,121.070152,14.692022,121.070175,27,11:11:04,5,19.439999999999998,1,1,5,1
14.692307,121.070144,14.692126,121.070167,20,11:11:05,4,18,1,1,5,1
14.692398,121.070137,14.692219,121.070159,20,11:11:07,4,18,1,1,10,2
14.692492,121.070137,14.692265,121.070152,25,11:11:09,5,18,1,1,10,2
14.692541,121.070137,14.692307,121.070144,26,11:11:10,5,18.72,1,1,5,1
14.69259,121.070137,14.692398,121.070137,21,11:11:11,4,18.900000000000002,1,1,5,1
14.692692,121.070144,14.692492,121.070137,22,11:11:13,4,19.799999999999997,1,1,11,2
14.692793,121.070159,14.692541,121.070137,28,11:11:15,5,20.16,1,1,11,2
14.692873,121.070175,14.69259,121.070137,32,11:11:17,6,19.2,1,1,9,2
14.692907,121.07019,14.692692,121.070144,24,11:11:18,5,17.28,1,1,4,1
14.69294,121.070198,14.692793,121.070159,17,11:11:19,4,15.3,1,1,4,1
14.692967,121.070205,14.692873,121.070175,11,11:11:20,3,13.199999999999998,1,1,3,1
14.692987,121.070213,14.692907,121.07019,9,11:11:21,3,10.799999999999999,1,1,2,1
14.693002,121.070213,14.69294,121.070198,7,11:11:22,3,8.4,1,1,2,1
14.693032,121.070228,14.692967,121.070205,8,11:11:24,4,7.2,1,1,4,2
14.693044,121.070228,14.692987,121.070213,7,11:11:25,4,6.3,1,1,1,1
14.693064,121.070243,14.693002,121.070213,8,11:11:27,5,5.76,1,1,3,2
14.693074,121.070251,14.693032,121.070228,5,11:11:28,4,4.5,1,1,1,1
14.69311,121.070259,14.693044,121.070228,8,11:11:30,5,5.76,1,1,4,2
14.693161,121.070274,14.693064,121.070243,11,11:11:32,5,7.919999999999999,1,1,6,2
14.693201,121.070297,14.693074,121.070251,15,11:11:34,6,8.999999999999998,1,1,5,2
14.693214,121.070304,14.69311,121.070259,12,11:11:35,5,8.64,1,1,2,1
14.693239,121.070335,14.693161,121.070274,11,11:11:37,5,7.919999999999999,1,1,4,2
14.693239,121.070335,14.693201,121.070297,6,11:11:38,4,5.4,1,1,0,1
14.693249,121.070388,14.693214,121.070304,10,11:11:39,4,9,1,1,6,1
14.693249,121.070419,14.693239,121.070335,9,11:11:40,3,10.799999999999999,1,1,3,1
14.693241,121.070487,14.693239,121.070335,16,11:11:42,4,14.4,1,1,7,2
14.693237,121.070526,14.693249,121.070388,15,11:11:43,4,13.5,1,1,4,1
14.693223,121.070587,14.693249,121.070419,18,11:11:45,5,12.959999999999999,1,1,7,2
14.693219,121.070625,14.693241,121.070487,15,11:11:46,4,13.5,1,1,4,1
14.693216,121.070663,14.693237,121.070526,15,11:11:47,4,13.5,1,1,4,1
14.693209,121.070739,14.693223,121.070587,16,11:11:49,4,14.4,1,1,8,2
14.693209,121.070777,14.693219,121.070625,16,11:11:50,4,14.4,1,1,4,1
14.693207,121.070838,14.693216,121.070663,19,11:11:52,5,13.68,1,1,7,2
14.693209,121.070869,14.693209,121.070739,14,11:11:53,4,12.6,1,1,3,1
14.693202,121.070907,14.693209,121.070777,14,11:11:55,5,10.08,1,1,4,2
14.693202,121.070907,14.693207,121.070838,7,11:11:57,5,5.04,1,1,0,2
14.693202,121.070907,14.693209,121.070869,4,11:11:59,6,2.4,2,1,0,2
14.693202,121.070907,14.693202,121.070907,0,11:12:00,5,0,2,1,0,1
14.693202,121.070907,14.693202,121.070907,0,11:12:02,5,0,2,1,0,2
14.693202,121.070907,14.693202,121.070907,0,11:12:03,4,0,2,1,0,1
14.693194,121.070922,14.693202,121.070907,2,11:12:04,4,1.8,1,1,2,1
14.693181,121.070945,14.693202,121.070907,5,11:12:06,4,4.5,1,1,3,2
14.693167,121.070999,14.693202,121.070907,11,11:12:08,5,7.919999999999999,1,1,6,2
14.693162,121.071029,14.693194,121.070922,12,11:12:09,5,8.64,1,1,3,1
14.693156,121.071105,14.693181,121.070945,17,11:12:11,5,12.24,1,1,8,2
14.693149,121.071189,14.693167,121.070999,21,11:12:13,5,15.120000000000001,1,1,9,2
14.693144,121.071266,14.693162,121.071029,26,11:12:15,6,15.599999999999998,1,1,8,2
14.693142,121.071296,14.693156,121.071105,21,11:12:16,5,15.120000000000001,1,1,3,1
14.693136,121.07135,14.693149,121.071189,17,11:12:18,5,12.24,1,1,6,2
14.693132,121.071372,14.693144,121.071266,11,11:12:19,4,9.899999999999999,1,1,2,1
14.693123,121.071434,14.693142,121.071296,15,11:12:21,5,10.799999999999999,1,1,7,2
14.693123,121.071472,14.693136,121.07135,13,11:12:22,4,11.7,1,1,4,1
14.693123,121.07151,14.693132,121.071372,15,11:12:23,4,13.5,1,1,4,1
14.693122,121.071548,14.693123,121.071434,12,11:12:24,3,14.399999999999999,1,1,4,1
14.693122,121.071586,14.693123,121.071472,12,11:12:25,3,14.399999999999999,1,1,4,1
14.693119,121.071678,14.693123,121.07151,18,11:12:27,4,16.2,1,1,10,2
14.693119,121.071716,14.693122,121.071548,18,11:12:28,4,16.2,1,1,4,1
14.693119,121.071769,14.693122,121.071586,20,11:12:29,4,18,1,1,6,1
14.693119,121.071815,14.693119,121.071678,15,11:12:30,3,17.999999999999996,1,1,5,1
14.693112,121.071907,14.693119,121.071716,21,11:12:32,4,18.900000000000002,1,1,10,2
14.693107,121.071952,14.693119,121.071769,20,11:12:33,4,18,1,1,5,1
14.693104,121.071998,14.693119,121.071815,20,11:12:34,4,18,1,1,5,1
14.6931,121.072082,14.693112,121.071907,19,11:12:36,4,17.099999999999998,1,1,9,2
14.6931,121.072128,14.693107,121.071952,19,11:12:37,4,17.099999999999998,1,1,5,1
14.6931,121.072212,14.693104,121.071998,23,11:12:39,5,16.56,1,1,9,2
14.693099,121.072257,14.6931,121.072082,19,11:12:40,4,17.099999999999998,1,1,5,1
14.693094,121.072288,14.6931,121.072128,17,11:12:41,4,15.3,1,1,3,1
14.693084,121.072326,14.6931,121.072212,12,11:12:42,3,14.399999999999999,1,1,4,1
14.693076,121.072357,14.693099,121.072257,11,11:12:43,3,13.199999999999998,1,1,3,1
14.693058,121.072441,14.693094,121.072288,17,11:12:45,4,15.3,1,1,9,2
14.693052,121.072479,14.693084,121.072326,17,11:12:46,4,15.3,1,1,4,1
14.693058,121.07257,14.693076,121.072357,23,11:12:48,5,16.56,1,1,10,2
14.693058,121.072616,14.693058,121.072441,19,11:12:49,4,17.099999999999998,1,1,5,1
14.693058,121.072708,14.693052,121.072479,25,11:12:51,5,18,1,1,10,2
14.693065,121.072814,14.693058,121.07257,26,11:12:53,5,18.72,1,1,11,2
14.693067,121.072914,14.693058,121.072616,32,11:12:55,6,19.2,1,1,11,2
14.693062,121.072967,14.693058,121.072708,28,11:12:56,5,20.16,1,1,6,1
14.693065,121.073074,14.693065,121.072814,28,11:12:58,5,20.16,1,1,12,2
14.693069,121.073127,14.693067,121.072914,23,11:12:59,4,20.7,1,1,6,1
14.693067,121.073181,14.693062,121.072967,23,11:13:00,4,20.7,1,1,6,1
14.693062,121.073234,14.693065,121.073074,17,11:13:01,3,20.4,1,1,6,1
14.69306,121.073333,14.693069,121.073127,22,11:13:03,4,19.799999999999997,1,1,11,2
14.693062,121.073387,14.693067,121.073181,22,11:13:04,4,19.799999999999997,1,1,6,1
14.693056,121.073501,14.693062,121.073234,29,11:13:06,5,20.88,1,1,12,2
14.693052,121.073554,14.69306,121.073333,24,11:13:07,4,21.6,1,1,6,1
14.693049,121.073654,14.693062,121.073387,29,11:13:09,5,20.88,1,1,11,2
14.693051,121.073692,14.693056,121.073501,21,11:13:10,4,18.900000000000002,1,1,4,1
14.693051,121.073791,14.693052,121.073554,26,11:13:12,5,18.72,1,1,11,2
14.693047,121.073844,14.693049,121.073654,20,11:13:13,4,18,1,1,6,1
14.693042,121.073951,14.693051,121.073692,28,11:13:15,5,20.16,1,1,12,2
14.693045,121.073997,14.693051,121.073791,22,11:13:16,4,19.799999999999997,1,1,5,1
14.693044,121.074089,14.693047,121.073844,26,11:13:18,5,18.72,1,1,10,2
14.693044,121.074119,14.693042,121.073951,18,11:13:19,4,16.2,1,1,3,1
14.693047,121.074188,14.693045,121.073997,21,11:13:21,5,15.120000000000001,1,1,7,2
14.693049,121.074226,14.693044,121.074089,15,11:13:22,4,13.5,1,1,4,1
14.693049,121.074302,14.693044,121.074119,20,11:13:24,5,14.4,1,1,8,2
14.693049,121.074348,14.693047,121.074188,17,11:13:25,4,15.3,1,1,5,1
14.693045,121.07444,14.693049,121.074226,23,11:13:27,5,16.56,1,1,10,2
14.693042,121.074493,14.693049,121.074302,21,11:13:28,4,18.900000000000002,1,1,6,1
14.69304,121.0746,14.693049,121.074348,27,11:13:30,5,19.439999999999998,1,1,12,2
14.693038,121.074707,14.693045,121.07444,29,11:13:32,5,20.88,1,1,12,2
14.693038,121.07476,14.693042,121.074493,29,11:13:33,5,20.88,1,1,6,1
14.693042,121.074821,14.69304,121.0746,24,11:13:34,4,21.6,1,1,7,1
14.693045,121.07492,14.693038,121.074707,23,11:13:36,4,20.7,1,1,11,2
14.693047,121.074974,14.693038,121.07476,23,11:13:37,4,20.7,1,1,6,1
14.693051,121.07508,14.693042,121.074821,28,11:13:39,5,20.16,1,1,11,2
14.693049,121.075126,14.693045,121.07492,22,11:13:40,4,19.799999999999997,1,1,5,1
14.693049,121.07518,14.693047,121.074974,22,11:13:41,4,19.799999999999997,1,1,6,1
14.693047,121.075286,14.693051,121.07508,22,11:13:43,4,19.799999999999997,1,1,11,2
14.693042,121.075363,14.693049,121.075126,26,11:13:45,5,18.72,1,1,8,2
14.693037,121.075401,14.693049,121.07518,24,11:13:46,5,17.28,1,1,4,1
14.693032,121.075431,14.693047,121.075286,16,11:13:47,4,14.4,1,1,3,1
14.693027,121.075508,14.693042,121.075363,16,11:13:49,4,14.4,1,1,8,2
14.693031,121.075576,14.693037,121.075401,19,11:13:51,5,13.68,1,1,7,2
14.693034,121.075645,14.693032,121.075431,23,11:13:53,6,13.799999999999999,1,1,7,2
14.693036,121.075683,14.693027,121.075508,19,11:13:54,5,13.68,1,1,4,1
14.693032,121.075721,14.693031,121.075576,16,11:13:55,4,14.4,1,1,4,1
14.693025,121.075798,14.693034,121.075645,17,11:13:57,4,15.3,1,1,8,2
14.693024,121.075889,14.693036,121.075683,22,11:13:59,5,15.839999999999998,1,1,10,2
14.693024,121.075935,14.693032,121.075721,23,11:14:00,5,16.56,1,1,5,1
14.69302,121.075981,14.693025,121.075798,20,11:14:01,4,18,1,1,5,1
14.693018,121.076034,14.693024,121.075889,16,11:14:02,3,19.2,1,1,6,1
14.693017,121.076133,14.693024,121.075935,21,11:14:04,4,18.900000000000002,1,1,11,2
14.693025,121.076179,14.69302,121.075981,21,11:14:05,4,18.900000000000002,1,1,5,1
14.693032,121.076286,14.693018,121.076034,27,11:14:07,5,19.439999999999998,1,1,12,2
14.693037,121.076332,14.693017,121.076133,22,11:14:08,4,19.799999999999997,1,1,5,1
14.693042,121.076431,14.693025,121.076179,27,11:14:10,5,19.439999999999998,1,1,11,2
14.693038,121.076538,14.693032,121.076286,27,11:14:12,5,19.439999999999998,1,1,12,2
14.693044,121.076637,14.693037,121.076332,33,11:14:14,6,19.8,1,1,11,2
14.693044,121.076713,14.693042,121.076431,30,11:14:16,6,17.999999999999996,1,1,8,2
14.69304,121.076766,14.693038,121.076538,25,11:14:17,5,18,1,1,6,1
14.693042,121.076812,14.693044,121.076637,19,11:14:18,4,17.099999999999998,1,1,5,1
14.693045,121.076904,14.693044,121.076713,21,11:14:20,4,18.900000000000002,1,1,10,2
14.693049,121.076988,14.69304,121.076766,24,11:14:22,5,17.28,1,1,9,2
14.693049,121.077079,14.693042,121.076812,29,11:14:24,6,17.4,1,1,10,2
14.693051,121.077133,14.693045,121.076904,25,11:14:25,5,18,1,1,6,1
14.693016,121.077232,14.693049,121.076988,27,11:14:27,5,19.439999999999998,1,1,11,2
14.692992,121.077278,14.693049,121.077079,22,11:14:28,4,19.799999999999997,1,1,6,1
14.692967,121.077331,14.693051,121.077133,23,11:14:29,4,20.7,1,1,6,1
14.692917,121.07743,14.693016,121.077232,24,11:14:31,4,21.6,1,1,12,2
14.692867,121.077529,14.692992,121.077278,30,11:14:33,5,21.599999999999998,1,1,12,2
14.692846,121.077583,14.692967,121.077331,30,11:14:34,5,21.599999999999998,1,1,6,1
14.692824,121.077636,14.692917,121.07743,24,11:14:35,4,21.6,1,1,6,1
14.692806,121.07769,14.692867,121.077529,19,11:14:36,3,22.799999999999997,1,1,6,1
14.692788,121.077743,14.692846,121.077583,18,11:14:37,3,21.599999999999998,1,1,6,1
14.692752,121.077857,14.692824,121.077636,25,11:14:39,4,22.5,1,1,13,2
14.692732,121.077911,14.692806,121.07769,25,11:14:40,4,22.5,1,1,6,1
14.692687,121.078002,14.692788,121.077743,30,11:14:42,5,21.599999999999998,1,1,11,2
14.692661,121.078033,14.692752,121.077857,21,11:14:43,4,18.900000000000002,1,1,4,1
14.692594,121.078094,14.692732,121.077911,25,11:14:45,5,18,1,1,10,2
14.692561,121.078117,14.692687,121.078002,19,11:14:46,4,17.099999999999998,1,1,4,1
14.692525,121.078147,14.692661,121.078033,19,11:14:47,4,17.099999999999998,1,1,5,1
14.692489,121.07817,14.692594,121.078094,14,11:14:48,3,16.8,1,1,5,1
14.692456,121.078201,14.692561,121.078117,15,11:14:49,3,17.999999999999996,1,1,5,1
14.692387,121.078269,14.692525,121.078147,20,11:14:51,4,18,1,1,11,2
14.692354,121.0783,14.692489,121.07817,20,11:14:52,4,18,1,1,5,1
14.692278,121.078361,14.692456,121.078201,26,11:14:54,5,18.72,1,1,11,2
14.69224,121.078399,14.692387,121.078269,21,11:14:55,4,18.900000000000002,1,1,6,1
14.692157,121.078453,14.692354,121.0783,27,11:14:57,5,19.439999999999998,1,1,11,2
14.692117,121.078483,14.692278,121.078361,22,11:14:58,4,19.799999999999997,1,1,5,1
14.692079,121.078514,14.69224,121.078399,22,11:14:59,4,19.799999999999997,1,1,5,1
14.692039,121.078544,14.692157,121.078453,16,11:15:00,3,19.2,1,1,5,1
14.691962,121.078605,14.692117,121.078483,22,11:15:02,4,19.799999999999997,1,1,11,2
14.691889,121.078659,14.692079,121.078514,26,11:15:04,5,18.72,1,1,10,2
14.691825,121.07872,14.692039,121.078544,30,11:15:06,6,17.999999999999996,1,1,10,2
14.691796,121.07875,14.691962,121.078605,24,11:15:07,5,17.28,1,1,5,1
14.691747,121.078834,14.691889,121.078659,25,11:15:09,5,18,1,1,11,2
14.691716,121.078926,14.691825,121.07872,25,11:15:11,5,18,1,1,10,2
14.6917,121.078979,14.691796,121.07875,27,11:15:12,5,19.439999999999998,1,1,6,1
14.691696,121.079025,14.691747,121.078834,21,11:15:13,4,18.900000000000002,1,1,5,1
14.691676,121.079124,14.691716,121.078926,22,11:15:15,4,19.799999999999997,1,1,11,2
14.691665,121.07917,14.6917,121.078979,21,11:15:16,4,18.900000000000002,1,1,5,1
14.691656,121.079208,14.691696,121.079025,20,11:15:17,4,18,1,1,4,1
14.691645,121.079246,14.691676,121.079124,14,11:15:18,3,16.8,1,1,4,1
14.691637,121.079284,14.691665,121.07917,13,11:15:19,3,15.599999999999998,1,1,4,1
14.691616,121.079345,14.691656,121.079208,15,11:15:21,4,13.5,1,1,7,2
14.691604,121.079376,14.691645,121.079246,15,11:15:22,4,13.5,1,1,4,1
14.691577,121.079429,14.691637,121.079284,17,11:15:24,5,12.24,1,1,6,2
14.691565,121.07946,14.691616,121.079345,14,11:15:25,4,12.6,1,1,4,1
14.691549,121.079528,14.691604,121.079376,17,11:15:27,5,12.24,1,1,8,2
14.691538,121.079559,14.691577,121.079429,15,11:15:28,4,13.5,1,1,4,1
